Generated using GEOMAGIA50.v3.3 on Oct/06/2022,,,,,,,,,,,,,,,,,,,
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,,,,,,,,,,,,
-167,165,165,13.77,0.04,24.083,32.53,Archeo,,,,,,,,,,,,
-161,19,19,9.53,-999,38,23.7,Archeo,,,,,,,,,,,,
-160,-1,-1,11.67,0.04,38.139,352.4861,Archeo,,,,,,,,,,,,
-160,-1,-1,10.83,0.05,38.139,352.4861,Archeo,,,,,,,,,,,,
-158,18,18,9.2,-999,38,23.7,Archeo,,,,,,,,,,,,
-157,-1,-1,11.87,0.07,19.483,205.1,Volcanic,,,,,,,,,,,,
-154,10,10,7.81,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-153,7,7,8.86,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-153,53,53,7.3,-999,23,113.1,Archeo,,,,,,,,,,,,
-153,53,53,7.86,-999,23.2,109.7,Archeo,,,,,,,,,,,,
-153,53,53,8.34,-999,34.7,112.7,Archeo,,,,,,,,,,,,
-152,49,49,11.31,1.56,39.5,30,Archeo,,,,,,,,,,,,
-150,150,150,9.58,1.91,42.6,41.5,Archeo,,,,,,,,,,,,
-150,50,50,10.09,1.02,37.2,67.3,Archeo,,,,,,,,,,,,
-150,150,150,12.54,1.21,19.35,260.84,Archeo,,,,,,,,,,,,
-150,50,50,11.2,0.19,38.8,29.8,Archeo,,,,,,,,,,,,
-150,50,50,11.57,0.98,38.8,29.8,Archeo,,,,,,,,,,,,
-150,150,150,7.49,0.64,33.19,248.08,Archeo,,,,,,,,,,,,
-150,150,150,9.68,1.69,33.19,248.08,Archeo,,,,,,,,,,,,
-150,150,150,16.68,0.54,33.19,248.08,Archeo,,,,,,,,,,,,
-150,150,150,11.09,0.88,33.9,247.2,Archeo,,,,,,,,,,,,
-150,100,100,8.6,0.62,14.61,269.47,Archeo,,,,,,,,,,,,
-150,150,150,9.96,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-150,40,40,10.29,0.76,37.2219,127.0869,Archeo,,,,,,,,,,,,
-150,50,50,8.42,1.43,42.3,45.5,Archeo,,,,,,,,,,,,
-150,50,50,9.81,1.67,41.9,43.5,Archeo,,,,,,,,,,,,
-150,200,200,7.42,0.53,-16.55,291.33,Archeo,,,,,,,,,,,,
-150,50,50,9.23,1.18,41,48,Archeo,,,,,,,,,,,,
-150,50,50,10.2,0.48,12.6,80.18,Archeo,,,,,,,,,,,,
-150,100,100,8.76,0.88,42.3,44.6,Archeo,,,,,,,,,,,,
-150,50,50,11.59,0.07,42.5,27.5,Archeo,,,,,,,,,,,,
-150,150,150,13.07,2.61,34.7,139.4,Volcanic,,,,,,,,,,,,
-150,50,50,11.37,0.21,10.4538,79.4188,Archeo,,,,,,,,,,,,
-150,30,30,8.98,0.26,41.27,13.35,Archeo,,,,,,,,,,,,
-150,100,100,11.49,1.28,42,43,Archeo,,,,,,,,,,,,
-150,50,50,10.69,-999,42.3,45.5,Archeo,,,,,,,,,,,,
-150,100,100,11.32,1.27,42,43,Archeo,,,,,,,,,,,,
-150,150,150,10.3,1.49,42,43,Archeo,,,,,,,,,,,,
-150,-1,-1,13.55,0.32,47.5,35.7,Archeo,,,,,,,,,,,,
-150,-1,-1,13.23,0.64,47.5,35.6,Archeo,,,,,,,,,,,,
-146,-1,-1,12.73,0.72,36.85,10.35,Archeo,,,,,,,,,,,,
-143,49,49,8.82,1.76,39.1,26.6,Archeo,,,,,,,,,,,,
-125,25,25,9,0.89,37.2,67.3,Archeo,,,,,,,,,,,,
-125,375,375,11.58,0.6,55,105,Archeo,,,,,,,,,,,,
-125,75,75,11.95,0.78,47.6,7.6,Archeo,,,,,,,,,,,,
-125,75,75,10.53,0.05,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,75,75,12.27,0.03,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,75,75,12.06,0.1,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,75,75,11.76,0.09,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,75,75,13.43,0.09,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,75,75,14.73,0.12,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,75,75,13.5,0.03,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,75,75,10.69,0.29,39.66,-1.4,Archeo,,,,,,,,,,,,
-125,25,25,8.27,1.18,42.1,42.3,Archeo,,,,,,,,,,,,
-125,75,75,10.88,1.14,44.9,19.8,Archeo,,,,,,,,,,,,
-120,300,300,6.2,1.67,-17.7,168.4,Archeo,,,,,,,,,,,,
-120,30,30,10.65,0.21,38.8,29.8,Archeo,,,,,,,,,,,,
-120,-1,-1,8.82,0.11,38.7253,352.7328,Archeo,,,,,,,,,,,,
-115,25,25,10.46,0.67,43.267,3.5,Archeo,,,,,,,,,,,,
-110,103,103,8.26,1.72,37.6,61.8,Archeo,,,,,,,,,,,,
-104,2,2,10.77,-999,38,23.7,Archeo,,,,,,,,,,,,
-100,-1,-1,10.06,-999,40.5,50,Archeo,,,,,,,,,,,,
-100,100,100,6.46,0.43,-6,282,Archeo,,,,,,,,,,,,
-100,100,100,10.81,0.18,38.8,29.8,Archeo,,,,,,,,,,,,
-100,100,100,11.42,0.3,38.8,29.8,Archeo,,,,,,,,,,,,
-100,300,300,9.7,0.47,18.6766,261.2295,Archeo,,,,,,,,,,,,
-100,100,100,10.63,2.13,42.1,42.3,Archeo,,,,,,,,,,,,
-100,100,100,9.79,1.11,14.61,269.47,Archeo,,,,,,,,,,,,
-100,200,200,11.01,-999,19,256,Archeo,,,,,,,,,,,,
-100,200,200,19.69,-999,18.4,256.2,Archeo,,,,,,,,,,,,
-100,200,200,10.88,-999,19,256,Archeo,,,,,,,,,,,,
-100,100,100,6.56,1.42,14.61,269.47,Archeo,,,,,,,,,,,,
-100,100,100,4.67,0.9,14.61,269.47,Archeo,,,,,,,,,,,,
-100,-1,-1,8.81,0.06,12.03,79.67,Archeo,,,,,,,,,,,,
-100,-1,-1,9.43,0.03,12.08,78.13,Archeo,,,,,,,,,,,,
-100,300,300,7.27,-999,-8.4,281.2,Archeo,,,,,,,,,,,,
-100,300,300,9.78,-999,-8.4,281.2,Archeo,,,,,,,,,,,,
-100,300,300,17.3,-999,-8.4,281.2,Archeo,,,,,,,,,,,,
-100,100,100,11.34,2.27,30,31,Archeo,,,,,,,,,,,,
-100,100,100,10.72,0.54,42.5,11.2,Archeo,,,,,,,,,,,,
-100,50,50,6.62,0.75,42.98,2.17,Archeo,,,,,,,,,,,,
-100,25,25,9.89,1.27,44.418,0.733,Archeo,,,,,,,,,,,,
-100,25,25,10.2,1.48,44.418,0.733,Archeo,,,,,,,,,,,,
-100,100,100,11.55,0.2,29.87,31.21,Archeo,,,,,,,,,,,,
-100,50,50,9.43,0.11,43.47,11.88,Archeo,,,,,,,,,,,,
-100,50,50,13.74,2.74,34.7,135.6,Archeo,,,,,,,,,,,,
-100,-1,-1,13.4,0.12,38.7253,352.7328,Archeo,,,,,,,,,,,,
-100,-1,-1,12.63,0.07,38.7253,352.7328,Archeo,,,,,,,,,,,,
-100,100,100,10.56,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-100,100,100,11.15,1.25,42,43,Archeo,,,,,,,,,,,,
-100,100,100,10.14,1.15,42,43,Archeo,,,,,,,,,,,,
-100,100,100,10.47,1.18,42,43,Archeo,,,,,,,,,,,,
-99,107,107,7.55,0.26,36.01,120.15,Archeo,,,,,,,,,,,,
-99,107,107,7.64,0.71,36.01,120.15,Archeo,,,,,,,,,,,,
-99,107,107,4.79,0.52,37.63,117.1,Archeo,,,,,,,,,,,,
-99,107,107,4.58,0.84,37.63,117.1,Archeo,,,,,,,,,,,,
-99,107,107,9.76,0.18,34.7,112.67,Archeo,,,,,,,,,,,,
-99,107,107,8.8,0.36,28.2,112.98,Archeo,,,,,,,,,,,,
-98,99,99,8.51,0.18,20.69,255.97,Archeo,,,,,,,,,,,,
-97,100,100,9.61,1.2,54,107.5,Archeo,,,,,,,,,,,,
-92,292,292,10.69,1.07,-35.9,144.5,Archeo,,,,,,,,,,,,
-92,98,94,7.86,0.54,19.2352,-155.4793,Volcanic,,,,,,,,,,,,
-91,115,115,7.73,-999,34.7,112.7,Archeo,,,,,,,,,,,,
-91,115,115,10.18,-999,34.7,112.7,Archeo,,,,,,,,,,,,
-91,115,115,10.92,-999,34.4,109.2,Archeo,,,,,,,,,,,,
-90,84,90,12.16,2.16,19.384,204.097,Volcanic,,,,,,,,,,,,
-85,-1,-1,12.28,0.26,38.7253,352.7328,Archeo,,,,,,,,,,,,
-80,80,80,16.06,-999,19.78,204.17,Volcanic,,,,,,,,,,,,
-80,80,80,14.62,3.52,19.78,204.17,Volcanic,,,,,,,,,,,,
-77,325,399,15.65,1,19.393,204.221,Volcanic,,,,,,,,,,,,
-75,25,25,11.15,0.77,29.5,30.6,Archeo,,,,,,,,,,,,
-64,11,11,9.36,-999,38,23.7,Archeo,,,,,,,,,,,,
-63,13,13,8.84,-999,38,23.7,Archeo,,,,,,,,,,,,
-63,5,5,10.9,0.11,38.8,29.8,Archeo,,,,,,,,,,,,
-62,63,63,9.21,0.25,16.7,266.8,Archeo,,,,,,,,,,,,
-62,63,63,11.58,-999,16.7,266.8,Archeo,,,,,,,,,,,,
-62,292,292,8.02,1.34,-35.9,144.5,Archeo,,,,,,,,,,,,
-60,130,130,11.23,0.37,41.26,-6.86,Archeo,,,,,,,,,,,,
-60,-1,-1,11.38,0.32,38.7667,352.4972,Archeo,,,,,,,,,,,,
-57,12,12,8,1.76,35,25,Archeo,,,,,,,,,,,,
-50,50,50,5.8,0.57,37.2,67.3,Archeo,,,,,,,,,,,,
-50,50,50,5.64,0.57,37.2,67.3,Archeo,,,,,,,,,,,,
-50,50,50,9.14,0.91,37.2,67.3,Archeo,,,,,,,,,,,,
-50,0,0,15.05,3.01,31,109.1,Archeo,,,,,,,,,,,,
-50,50,50,8.91,0.89,37.2,67.3,Archeo,,,,,,,,,,,,
-50,-1,-1,8.53,-999,64,338.7,Volcanic,,,,,,,,,,,,
-50,-1,-1,8.54,-999,63.7,339.4,Volcanic,,,,,,,,,,,,
-50,50,50,10.68,0.08,45.5,32.5,Archeo,,,,,,,,,,,,
-50,50,50,11.37,0.3,38.8,29.8,Archeo,,,,,,,,,,,,
-50,250,250,10.99,0.48,40.4,25.7,Archeo,,,,,,,,,,,,
-50,-1,-1,9.25,0.13,11.08,77.37,Archeo,,,,,,,,,,,,
-50,350,350,12.93,1.44,35.26,11,Archeo,,,,,,,,,,,,
-50,350,350,11.05,0.95,35.26,11,Archeo,,,,,,,,,,,,
-50,50,50,11.16,0.24,35.5,354,Archeo,,,,,,,,,,,,
-50,50,50,8.1,1.11,42.1,42.3,Archeo,,,,,,,,,,,,
-50,50,50,9.62,0.96,42.1,42.3,Archeo,,,,,,,,,,,,
-50,50,50,9.62,1.1,42.1,42.3,Archeo,,,,,,,,,,,,
-50,150,150,7.35,1.05,27.7,78.7333,Archeo,,,,,,,,,,,,
-50,100,100,8.75,0.77,19.5666,74.9,Archeo,,,,,,,,,,,,
-50,150,150,11.73,0.52,42.5,11.2,Archeo,,,,,,,,,,,,
-50,150,150,11.17,0.62,42.5,11.2,Archeo,,,,,,,,,,,,
-50,150,150,10.45,0.71,42.5,11.2,Archeo,,,,,,,,,,,,
-50,150,150,10.55,0.52,42.5,11.2,Archeo,,,,,,,,,,,,
-50,150,150,10.84,0.55,42.5,11.2,Archeo,,,,,,,,,,,,
-50,50,50,7.76,1.1,19.2058,72.9053,Archeo,,,,,,,,,,,,
-50,50,50,9.65,0.65,41.47,-2.63,Archeo,,,,,,,,,,,,
-50,50,50,11.49,0.39,34.6,135.6,Archeo,,,,,,,,,,,,
-50,0,0,12.75,0.46,41.22,14.14,Archeo,,,,,,,,,,,,
-50,50,50,7.32,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-50,50,50,9.96,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-50,50,50,8.98,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-50,50,50,11.89,0.64,46.7,31.9,Archeo,,,,,,,,,,,,
-50,50,50,5.71,-999,42.3,45.5,Archeo,,,,,,,,,,,,
-50,50,50,11.57,0.48,46.7,31.9,Archeo,,,,,,,,,,,,
-50,2,2,10.81,1.22,42,43,Archeo,,,,,,,,,,,,
-50,10,10,11.15,1.25,42,43,Archeo,,,,,,,,,,,,
-48,50,50,8.27,1.65,42.1,42.3,Archeo,,,,,,,,,,,,
-45,15,15,10.17,0.26,48.62,7.3,Archeo,,,,,,,,,,,,
-45,15,15,9.98,0.57,48.62,7.5,Archeo,,,,,,,,,,,,
-42,295,172,11.05,0.94,28.3149,343.361,Volcanic,,,,,,,,,,,,
-40,150,150,9.36,0.66,43.65,126.5,Archeo,,,,,,,,,,,,
-40,60,60,10.27,0.11,38.8,29.8,Archeo,,,,,,,,,,,,
-40,10,10,10.16,0.75,44.934,4.895,Archeo,,,,,,,,,,,,
-32,-1,-1,10.13,0.75,19.483,205.1,Volcanic,,,,,,,,,,,,
-32,-1,-1,10.39,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
-26,23,23,10.01,2,39.5,30,Archeo,,,,,,,,,,,,
-25,25,25,10.59,0.11,46.1,3.4,Archeo,,,,,,,,,,,,
-25,25,25,10.2,0.39,38.8,29.8,Archeo,,,,,,,,,,,,
-25,75,75,9.69,0.69,29.87,31.21,Archeo,,,,,,,,,,,,
-25,148,148,8.88,1.24,28.378,343.29,Volcanic,,,,,,,,,,,,
-21,50,50,9.51,1.2,54,107.5,Archeo,,,,,,,,,,,,
-20,-1,-1,9.86,0.26,57.1,10,Archeo,,,,,,,,,,,,
-20,10,10,10.77,-999,43.24,2.1,Archeo,,,,,,,,,,,,
-20,-1,-1,10.69,0.02,38.7667,352.4972,Archeo,,,,,,,,,,,,
-18,3,3,10.74,0.05,43.47,11.88,Archeo,,,,,,,,,,,,
-16,35,35,8.84,-999,38,23.7,Archeo,,,,,,,,,,,,
-16,96,96,11.02,0.92,38.15,21.55,Archeo,,,,,,,,,,,,
-15,45,45,11.59,0.58,43.64,25.59,Archeo,,,,,,,,,,,,
-13,38,38,7.96,-999,38,23.7,Archeo,,,,,,,,,,,,
-11,50,50,6.99,1.48,37.6,61.8,Archeo,,,,,,,,,,,,
-11,100,100,9.97,2.06,37.6,61.8,Archeo,,,,,,,,,,,,
-10,0,0,17.75,3.55,31,109.1,Archeo,,,,,,,,,,,,
-10,1,1,9.25,1.21,35.1166,25.7166,Archeo,,,,,,,,,,,,
-10,140,140,8.49,0.53,35.08,25.68,Archeo,,,,,,,,,,,,
-10,10,10,9.63,-999,42,43,Archeo,,,,,,,,,,,,
0,50,50,6,0.6,40,72,Archeo,,,,,,,,,,,,
0,200,200,8.16,0.81,47.5,110.2,Archeo,,,,,,,,,,,,
0,100,100,9.45,0.9,-8.4,281.2,Archeo,,,,,,,,,,,,
0,100,100,9.61,0.03,55.2,109.5,Archeo,,,,,,,,,,,,
0,50,50,12.16,2.43,41.24,1.17,Archeo,,,,,,,,,,,,
0,100,100,11.75,0.39,45,34,Archeo,,,,,,,,,,,,
0,-1,-1,7.76,0.42,-11.52,282.83,Archeo,,,,,,,,,,,,
0,100,100,11.24,0.27,59.2,24.3,Archeo,,,,,,,,,,,,
0,-1,-1,10.81,1,43.43,6.44,Archeo,,,,,,,,,,,,
0,100,100,10.3,0.89,37.08,25.15,Archeo,,,,,,,,,,,,
0,100,100,11.39,0.05,38.8,29.8,Archeo,,,,,,,,,,,,
0,25,25,10.15,0.75,38.8,29.8,Archeo,,,,,,,,,,,,
0,25,25,10.27,1.46,39.5,30,Archeo,,,,,,,,,,,,
0,100,100,9.36,2,33.9,247.2,Archeo,,,,,,,,,,,,
0,100,100,14.96,-999,33.9,247.2,Archeo,,,,,,,,,,,,
0,125,125,10.49,1.57,41.14,1.07,Archeo,,,,,,,,,,,,
0,100,100,10.02,0.67,43.36,1.26,Archeo,,,,,,,,,,,,
0,30,30,10.42,0.55,43.16,3,Archeo,,,,,,,,,,,,
0,100,100,10.02,0.5,43.36,1.26,Archeo,,,,,,,,,,,,
0,100,100,10.3,0.86,20.69,255.97,Archeo,,,,,,,,,,,,
0,100,100,9.38,-999,38,-3.4,Archeo,,,,,,,,,,,,
0,100,100,10.28,-999,38,-3.4,Archeo,,,,,,,,,,,,
0,100,100,9.45,-999,38,-3.4,Archeo,,,,,,,,,,,,
0,100,100,10.74,-999,38,-3.4,Archeo,,,,,,,,,,,,
0,200,200,7.12,0.72,55,109,Archeo,,,,,,,,,,,,
0,100,100,9.58,0.95,55,109,Archeo,,,,,,,,,,,,
0,100,100,9.99,0.51,29.87,31.21,Archeo,,,,,,,,,,,,
0,100,100,10.64,0.42,34.6,135.6,Archeo,,,,,,,,,,,,
0,100,100,11.79,1.31,37.08,25.15,Archeo,,,,,,,,,,,,
0,100,100,7.75,1.19,29.885,35.046,Archeo,,,,,,,,,,,,
0,10,10,10.9,0.71,45.77,4.9,Archeo,,,,,,,,,,,,
0,20,20,11.83,0.5,43.22,2.35,Archeo,,,,,,,,,,,,
0,50,50,8.18,-999,42.1,42.3,Archeo,,,,,,,,,,,,
0,250,250,8.53,-999,52.8,103.3,Archeo,,,,,,,,,,,,
0,10,10,9.63,1.1,42,43,Archeo,,,,,,,,,,,,
1,170,170,14.08,-999,19,256,Archeo,,,,,,,,,,,,
2,-1,-1,10.93,0.21,46.11,237.79,Volcanic,,,,,,,,,,,,
7,213,213,10.25,-999,39.53,76.03,Archeo,,,,,,,,,,,,
7,213,213,13.64,-999,43.4,93.67,Archeo,,,,,,,,,,,,
7,213,213,14.88,-999,39.9,116.41,Archeo,,,,,,,,,,,,
7,213,213,13.64,0.4,31.36,119.8,Archeo,,,,,,,,,,,,
7,213,213,14.98,0.33,30.35,112.2,Archeo,,,,,,,,,,,,
7,213,213,17.14,0.61,32.05,118.83,Archeo,,,,,,,,,,,,
8,62,62,10.41,0.85,19.18,260.69,Volcanic,,,,,,,,,,,,
8,62,62,10.43,0.85,19.1867,260.6799,Volcanic,,,,,,,,,,,,
8,46,45,10.6,-999,27.9534,344.473,Volcanic,,,,,,,,,,,,
10,70,70,5.28,0.86,27.952,344.472,Volcanic,,,,,,,,,,,,
15,15,15,9.87,-999,44.1,3.1,Archeo,,,,,,,,,,,,
16,7,7,10.68,0.18,34.7,112.67,Archeo,,,,,,,,,,,,
20,50,50,8.89,0.04,25.717,32.67,Archeo,,,,,,,,,,,,
27,47,47,9.58,0.6,13.71,355.49,Archeo,,,,,,,,,,,,
30,30,30,8.68,0.88,37.2,67.3,Archeo,,,,,,,,,,,,
30,100,100,10.1,0.56,41.26,-6.86,Archeo,,,,,,,,,,,,
32,12,12,8.31,-999,38,23.7,Archeo,,,,,,,,,,,,
37,12,12,10.36,0.71,41.48,2.2,Archeo,,,,,,,,,,,,
37,12,12,11.13,0.85,41.48,2.2,Archeo,,,,,,,,,,,,
38,23,23,9.09,1.28,46.1,3.4,Archeo,,,,,,,,,,,,
38,85,85,4.29,0.66,28.038,344.542,Volcanic,,,,,,,,,,,,
40,35,35,10.39,0.25,38.8,29.8,Archeo,,,,,,,,,,,,
40,37,37,10.36,1.48,39.5,30,Archeo,,,,,,,,,,,,
40,430,370,12.63,2.34,44.21,238.19,Volcanic,,,,,,,,,,,,
49,15,15,7.26,-999,37.9,22.9,Archeo,,,,,,,,,,,,
50,50,50,10.47,1.05,37.2,67.3,Archeo,,,,,,,,,,,,
50,50,50,10.8,-999,46.5,32,Archeo,,,,,,,,,,,,
50,350,350,12.89,0.38,53.2,107.3,Archeo,,,,,,,,,,,,
50,350,350,13.05,0.18,53.2,107.3,Archeo,,,,,,,,,,,,
50,50,50,10.48,0.24,46.1,3.4,Archeo,,,,,,,,,,,,
50,50,50,11.3,0.11,38.8,29.8,Archeo,,,,,,,,,,,,
50,50,50,12.37,1.42,39.7,16.4,Archeo,,,,,,,,,,,,
50,50,50,13.06,0.43,39.7,16.4,Archeo,,,,,,,,,,,,
50,50,50,12.03,-999,19,256,Archeo,,,,,,,,,,,,
50,50,50,10.96,0.43,43.16,3,Archeo,,,,,,,,,,,,
50,50,50,10.51,0.7,43.16,3,Archeo,,,,,,,,,,,,
50,50,50,9.74,1.67,41,48,Archeo,,,,,,,,,,,,
50,50,50,10.99,1.09,30,31,Archeo,,,,,,,,,,,,
50,96,96,10.82,1.06,38.15,21.55,Archeo,,,,,,,,,,,,
50,50,50,11.88,0.98,45.5,36.5,Archeo,,,,,,,,,,,,
50,10,10,9.14,0.72,44.1,3.1,Archeo,,,,,,,,,,,,
50,50,50,10.26,0.1,42.27,357.98,Archeo,,,,,,,,,,,,
50,50,50,10.15,0.16,46.5,32,Archeo,,,,,,,,,,,,
50,50,50,10.62,0.16,48.1,28.2,Archeo,,,,,,,,,,,,
51,51,51,9.82,2.35,39.5,30,Archeo,,,,,,,,,,,,
55,24,24,7.08,1.58,35,25,Archeo,,,,,,,,,,,,
57,48,48,6.86,1.38,39.1,26.6,Archeo,,,,,,,,,,,,
62,15,15,10.1,1.44,39.5,30,Archeo,,,,,,,,,,,,
65,5,5,10.63,0.12,44.1,3.1,Archeo,,,,,,,,,,,,
70,-1,-1,11.29,0.21,38.7667,352.4972,Archeo,,,,,,,,,,,,
74,114,134,11.6,-999,28.2412,343.2818,Volcanic,,,,,,,,,,,,
75,75,75,9.78,0.43,51.5,359.89,Archeo,,,,,,,,,,,,
75,25,25,9.27,-999,46.52,6.5,Archeo,,,,,,,,,,,,
79,0,0,10.48,0.84,40.8,14.5,Archeo,,,,,,,,,,,,
80,98,98,9.55,0.51,41.8,123.9,Archeo,,,,,,,,,,,,
80,98,98,9.62,0.3,41.8,123.9,Archeo,,,,,,,,,,,,
80,30,30,9.86,0.98,37.2,67.3,Archeo,,,,,,,,,,,,
80,98,98,9.58,0.03,41.8,123.9,Archeo,,,,,,,,,,,,
80,10,10,11.13,-999,44.1,3.08,Archeo,,,,,,,,,,,,
83,24,24,6.42,1.45,35,25,Archeo,,,,,,,,,,,,
85,15,15,11.04,0.46,43.64,25.59,Archeo,,,,,,,,,,,,
85,15,15,10.3,0.63,43.64,25.59,Archeo,,,,,,,,,,,,
85,15,15,11.15,0.75,43.64,25.59,Archeo,,,,,,,,,,,,
85,124,124,11.22,1.22,28.238,343.282,Volcanic,,,,,,,,,,,,
85,35,35,11.81,0.86,42.7,23.3,Archeo,,,,,,,,,,,,
87,-1,-1,6.74,0.98,19.483,205.1,Volcanic,,,,,,,,,,,,
89,122,83,8.74,-999,64,338.7,Volcanic,,,,,,,,,,,,
89,122,83,10.57,0.71,64.124,-21.243,Volcanic,,,,,,,,,,,,
90,120,120,9.38,0.97,43.5,280.4,Archeo,,,,,,,,,,,,
90,10,10,9.9,0.11,37.18,356.42,Archeo,,,,,,,,,,,,
90,10,10,8.52,-999,44.1,3.08,Archeo,,,,,,,,,,,,
92,99,99,8.42,1.76,37.6,61.8,Archeo,,,,,,,,,,,,
95,15,15,8.48,0.02,44.1,3.08,Archeo,,,,,,,,,,,,
96,50,50,9.51,1.2,54,107.5,Archeo,,,,,,,,,,,,
99,18,18,11.5,0.08,42.5,25.9,Archeo,,,,,,,,,,,,
100,50,50,12.12,1.19,41.24,1.17,Archeo,,,,,,,,,,,,
100,14,14,6.02,-999,38.9,65.8,Archeo,,,,,,,,,,,,
100,-1,-1,11.52,0.16,42,45,Archeo,,,,,,,,,,,,
100,100,100,9.47,0.76,-6,282,Archeo,,,,,,,,,,,,
100,100,100,10.81,0.04,38.8,29.8,Archeo,,,,,,,,,,,,
100,10,10,11.14,0.18,38.8,29.8,Archeo,,,,,,,,,,,,
100,100,100,6.36,-999,33.19,248.08,Archeo,,,,,,,,,,,,
100,100,100,9.42,0.77,33.19,248.08,Archeo,,,,,,,,,,,,
100,200,200,18.79,0.05,19,256,Archeo,,,,,,,,,,,,
100,-1,-1,7.9,0.1,11.08,77.37,Archeo,,,,,,,,,,,,
100,50,50,11.13,0.64,44.8,20.4,Archeo,,,,,,,,,,,,
100,-1,-1,8.78,0.27,10.75,78.67,Archeo,,,,,,,,,,,,
100,100,100,10.93,-999,41,48,Archeo,,,,,,,,,,,,
100,-1,-1,8.59,0.6,13.13,77.73,Archeo,,,,,,,,,,,,
100,100,100,8.37,0.76,28.3666,79.1166,Archeo,,,,,,,,,,,,
100,100,100,11.76,0.48,46.5,31.5,Archeo,,,,,,,,,,,,
100,10,10,9.52,0.14,37.18,356.42,Archeo,,,,,,,,,,,,
100,50,50,11.21,0.63,41.48,2.2,Archeo,,,,,,,,,,,,
100,50,50,12.19,2.43,33.5,130.5,Archeo,,,,,,,,,,,,
101,106,106,7.9,1.1,25.5,77,Archeo,,,,,,,,,,,,
103,15,15,11.18,1.55,39.5,30,Archeo,,,,,,,,,,,,
103,13,13,7.88,1.5,48.12,16.88,Archeo,,,,,,,,,,,,
107,9,9,11.75,0.5,43.7,24.9,Archeo,,,,,,,,,,,,
110,10,10,5.84,-999,38,23.7,Archeo,,,,,,,,,,,,
110,5,5,11.24,0.83,41.8,12.5,Archeo,,,,,,,,,,,,
110,177,229,3.36,0.36,-28.64,294.22,Archeo,,,,,,,,,,,,
110,177,229,8.98,1.53,-28.64,294.22,Archeo,,,,,,,,,,,,
113,112,112,8.33,0.19,16.7,266.8,Archeo,,,,,,,,,,,,
115,207,207,15.04,-999,-8.4,281.2,Archeo,,,,,,,,,,,,
117,50,50,12.71,2.54,29.5,30.6,Archeo,,,,,,,,,,,,
120,20,20,11.49,0.67,41.5,26.1,Archeo,,,,,,,,,,,,
121,97,97,12.53,-999,41.8,83.27,Archeo,,,,,,,,,,,,
122,24,24,7.61,-999,38,23.7,Archeo,,,,,,,,,,,,
123,98,98,18.91,3.78,31,109.1,Archeo,,,,,,,,,,,,
123,98,98,8.2,0.22,28.2,112.98,Archeo,,,,,,,,,,,,
123,98,98,11.42,1.13,30.51,120,Archeo,,,,,,,,,,,,
124,73,73,9.07,0.72,16.01,346.39,Archeo,,,,,,,,,,,,
125,25,25,8.89,0.89,37.2,67.3,Archeo,,,,,,,,,,,,
125,8,8,8.02,0.35,38.9,65.8,Archeo,,,,,,,,,,,,
125,25,25,10.37,-999,32.8,13.1,Archeo,,,,,,,,,,,,
125,48,48,10.02,0.09,13.71,355.49,Archeo,,,,,,,,,,,,
125,25,25,11.08,0.32,43.6,27.7,Archeo,,,,,,,,,,,,
125,25,25,11.25,0.78,42.2,24.8,Archeo,,,,,,,,,,,,
127,10,10,10.15,0.44,43.8,22.8,Archeo,,,,,,,,,,,,
127,10,10,11.14,0.78,43.2,25,Archeo,,,,,,,,,,,,
128,200,200,12.3,2.58,42.7,277.3,Archeo,,,,,,,,,,,,
130,30,30,10.22,0.75,43.16,3,Archeo,,,,,,,,,,,,
132,17,17,11,0.13,46.93,14.56,Archeo,,,,,,,,,,,,
132,17,17,10.5,0.27,46.93,14.56,Archeo,,,,,,,,,,,,
135,15,15,11.48,0.44,46.1,3.4,Archeo,,,,,,,,,,,,
141,-1,-1,11.87,-999,40.4,122.4,Archeo,,,,,,,,,,,,
143,15,15,10.35,0.29,29.5,30.6,Archeo,,,,,,,,,,,,
148,102,102,11.47,0.55,20.69,255.97,Archeo,,,,,,,,,,,,
150,14,14,8.49,1.54,38.9,65.8,Archeo,,,,,,,,,,,,
150,20,20,16.22,1.16,46.1,3.4,Archeo,,,,,,,,,,,,
150,50,50,10.37,0.61,52.3,359.8,Archeo,,,,,,,,,,,,
